   -6.000000     0.000000
   -5.919463     0.000000
   -5.838926     0.000000
   -5.758389     0.000000
   -5.677852     0.000000
   -5.597315     0.000000
   -5.516779     0.000000
   -5.436242     0.000000
   -5.355705     0.000000
   -5.275168     0.000000
   -5.194631     0.000000
   -5.114094     0.000000
   -5.033557     0.000000
   -4.953020     0.000000
   -4.872483     0.000001
   -4.791946     0.000001
   -4.711409     0.000001
   -4.630872     0.000002
   -4.550336     0.000003
   -4.469799     0.000004
   -4.389262     0.000006
   -4.308725     0.000008
   -4.228188     0.000012
   -4.147651     0.000017
   -4.067114     0.000024
   -3.986577     0.000034
   -3.906040     0.000047
   -3.825503     0.000065
   -3.744966     0.000090
   -3.664430     0.000124
   -3.583893     0.000169
   -3.503356     0.000230
   -3.422819     0.000310
   -3.342282     0.000415
   -3.261745     0.000554
   -3.181208     0.000733
   -3.100671     0.000965
   -3.020134     0.001263
   -2.939597     0.001643
   -2.859060     0.002124
   -2.778523     0.002730
   -2.697987     0.003488
   -2.617450     0.004429
   -2.536913     0.005592
   -2.456376     0.007017
   -2.375839     0.008755
   -2.295302     0.010858
   -2.214765     0.013388
   -2.134228     0.016412
   -2.053691     0.020003
   -1.973154     0.024239
   -1.892617     0.029204
   -1.812081     0.034987
   -1.731544     0.041677
   -1.651007     0.049369
   -1.570470     0.058153
   -1.489933     0.068121
   -1.409396     0.079359
   -1.328859     0.091947
   -1.248322     0.105957
   -1.167785     0.121447
   -1.087248     0.138464
   -1.006711     0.157037
   -0.926174     0.177178
   -0.845638     0.198877
   -0.765101     0.222106
   -0.684564     0.246810
   -0.604027     0.272913
   -0.523490     0.300317
   -0.442953     0.328900
   -0.362416     0.358521
   -0.281879     0.389018
   -0.201342     0.420215
   -0.120805     0.451923
   -0.040268     0.483940
    0.040268     0.516060
    0.120805     0.548077
    0.201342     0.579785
    0.281879     0.610982
    0.362416     0.641479
    0.442953     0.671100
    0.523490     0.699683
    0.604027     0.727087
    0.684564     0.753190
    0.765101     0.777894
    0.845638     0.801123
    0.926174     0.822822
    1.006711     0.842963
    1.087248     0.861536
    1.167785     0.878553
    1.248322     0.894043
    1.328859     0.908053
    1.409396     0.920641
    1.489933     0.931879
    1.570470     0.941847
    1.651007     0.950631
    1.731544     0.958323
    1.812081     0.965013
    1.892617     0.970796
    1.973154     0.975761
    2.053691     0.979997
    2.134228     0.983588
    2.214765     0.986612
    2.295302     0.989142
    2.375839     0.991245
    2.456376     0.992983
    2.536913     0.994408
    2.617450     0.995571
    2.697987     0.996512
    2.778523     0.997270
    2.859060     0.997876
    2.939597     0.998357
    3.020134     0.998737
    3.100671     0.999035
    3.181208     0.999267
    3.261745     0.999446
    3.342282     0.999585
    3.422819     0.999690
    3.503356     0.999770
    3.583893     0.999831
    3.664430     0.999876
    3.744966     0.999910
    3.825503     0.999935
    3.906040     0.999953
    3.986577     0.999966
    4.067114     0.999976
    4.147651     0.999983
    4.228188     0.999988
    4.308725     0.999992
    4.389262     0.999994
    4.469799     0.999996
    4.550336     0.999997
    4.630872     0.999998
    4.711409     0.999999
    4.791946     0.999999
    4.872483     0.999999
    4.953020     1.000000
    5.033557     1.000000
    5.114094     1.000000
    5.194631     1.000000
    5.275168     1.000000
    5.355705     1.000000
    5.436242     1.000000
    5.516779     1.000000
    5.597315     1.000000
    5.677852     1.000000
    5.758389     1.000000
    5.838926     1.000000
    5.919463     1.000000
    6.000000     1.000000
